194798;Ahlsell AB
194830;BICO Group AB
194882;Crunchfish AB
194920;Gapwaves AB
194930;Embracer Group AB
194935;Alligator Bioscience AB
194940;Serneke Group AB
194952;Swedish Stirling AB
194982;Adderacare AB
194997;ByggPartner Gruppen AB
195008;Scandinavian ChemoTech AB
195015;Smart Eye AB
195038;Finepart Sweden AB
195040;Edgeware AB
195091;Aino Health AB
195106;Spotr Group AB
195120;Svenska Aerogel Holding AB
195121;Transiro Holding AB
195138;AAC Clyde Space AB
195151;Vo2 Cap Holding AB
195152;SeaTwirl AB
196056;AcouSort AB
196110;Multidocker Cargo Handling AB
196133;Tessin Nordic Holding AB
196174;Aligera AB publ
196191;MenuPay AB
196256;Aerowash AB
196264;eCom Teams Sweden AB
196265;Hoylu AB
196273;Oncopeptides AB
196308;Irlab Therapeutics AB
196379;Bio Vitos Pharma AB
196412;Acosense AB
196422;SARSYS-ASFT AB
196423;Medclair Invest AB
196429;Samtrygg Group AB
196437;ChromoGenics AB
196438;MIPS AB
196451;ISR Immune System Regulation Holding AB
196462;EatGood Sweden AB
196463;Unibap Space Solutions AB
196476;Unwrap Finance AB
196482;Frontwalker AB
196483;Biovica International AB
196509;Prolight Diagnostics AB
196510;Ambea AB
196518;Isofol Medical AB
196570;Tangiamo Touch Technology AB
196571;SSM Holding AB
196582;Intervacc AB
196583;Actic Group AB
196596;FM Mattsson AB
196615;Sonetel AB
196654;Annexin Pharmaceuticals AB
196660;Matra Petroleum AB
196683;AcuCort AB
196697;XmReality AB
196739;Rentunder Holding AB
196740;Ourliving AB
196759;Mantex AB
196760;Bambuser AB
196765;Athanase Innovation AB
196784;Braviken Logistik AB
196785;Northern CapSek Ventures AB
196791;Secits Holding AB
196792;Instalco AB
196802;Curira AB
196818;Integrum AB
196833;Nexar Group AB
196846;Munters Group AB
196847;Mobiplus AB
196853;BioServo Technologies AB
196860;Norinvent AB
196861;Medicover AB
196894;Terranet AB
196903;Boozt AB
196934;GET Group AB
196946;Zaplox AB
196954;Preservia Hyresfastigheter AB
196955;TCECUR Sweden AB
196961;Paxman AB
196992;Essity AB
197014;Surgical Science Sweden AB
197030;Sedana Medical AB
197031;Alligo AB
197032;Fastighets AB Trianon
197033;BoneSupport Holding AB
197044;Sensec Holding AB
197071;Agtira AB
197083;iApotek Int AB
197122;OXE Marine AB
197139;PMD Device Solutions AB
197140;Panion Animal Health AB
197148;URB-IT AB
197201;NextCell Pharma AB
197202;OmniCar Holding AB
197210;Netmore Group AB
197271;Relevance Communication Nordic
197272;Seamless Distribution Systems AB
197283;Enrad AB
197485;Coeli Fastighet I AB
197588;Senzagen AB
197637;XSpray Pharma AB
197638;Inhalation Sciences Sweden AB
197705;Balco Group AB
197725;Handicare Group AB
197743;BioArctic AB
197744;Fram Skandinavien AB
197760;Climeon AB
197761;Qiiwi Games AB
197810;Global Gaming 555 AB
197887;Logistri Fastighets AB
197913;Vaxxa AB
197922;BibbInstruments AB
197991;Goodbye Kansas Group AB
198030;TRE Kronor Property Investment AB
198042;Teneo AI AB
198113;IRRAS AB
198114;Touchtech AB
198133;2cureX AB
198199;Awardit AB
198206;Tempest Security AB
198218;Time People Group AB
198219;Devport AB
198220;Arjo AB
198236;MAG Interactive AB
198250;Scout Gaming Group AB
198251;Acconeer AB
198261;Lyko Group AB
198262;Colabitoil Sweden AB
198273;Enad Global 7 AB
198274;Atvexa AB
198286;Bio-Works Technologies AB
198287;Flexqube AB
198304;Topright Nordic AB
198401;Hitech & Development Wireless Sweden Holding AB
198597;Hubso Group AB
198613;Evolear AB
198631;Aixia Group AB
198653;Infracom Group AB
198738;Vastsvensk Logistik AB
198744;Veteranpoolen AB
198774;NOSIUM AB
198862;Coegin Pharma AB
198878;LIV Ihop AB
198885;Smoltek Nanotech Holding AB
198903;OptiMobile AB
198936;Attana AB
198949;Cibus Nordic Real Estate AB publ
198976;BuildData Group AB
199025;Green Landscaping Group AB
199046;VEF Ltd
199063;BHG Group AB
199129;Genova Property Group AB
199148;Boho Group AB
199168;Spotify Technology SA
199192;Iconovo AB
199218;Cardeon AB
199236;Fluicell AB
199254;Infrea AB
199354;Chordate Medical Holding AB
199375;PEN Concept Group AB
199377;Maha Energy AB
199378;Expres2ion Biotech Holding AB
199385;Shortcut Media AB
199388;Redwood Pharma AB
199397;Litium AB
199398;Paradox Interactive AB
199403;Nordic Waterproofing Holding A/S
199445;Ovzon AB
199471;Bodyflight Sweden AB
199483;Jondetech Sensors AB
199489;I-Tech AB
199512;Africa Resources AB
199535;NCAB Group AB
199552;Gomero Group AB
199556;Veoneer Inc
199570;Epiroc AB
199605;Projektengagemang Sweden AB
199611;Dicot Pharma AB
199625;Midsummer AB
199701;Calliditas Therapeutics AB
199746;Calmark Sweden AB
200160;Asarina Pharma AB
200217;Nordic Iron Ore AB
200288;Metacon AB
200349;Lumito AB
200372;Ziccum AB
200437;Hoodin AB
200455;Thinc Collective AB
200471;Polarcool AB
200493;Besqab AB
200494;Comintelli AB
200507;Axolot Solutions Holding AB
200519;Maximum Entertainment AB
200520;Nyfosa AB
200542;S2medical AB
200543;Alzecure Pharma AB
200555;Adverty AB
200577;Q-Linea AB
200588;Jetpak Top Holding AB
200593;Lime Technologies AB
200594;Beyond Frames Entertainment AB
200607;NeoDynamics AB
200616;Azelio AB
200636;CAG Group AB
200695;Raytelligence AB
200760;Incoax Networks AB
200779;Gamethrill AB
200803;Clean Industry Solutions Holding Europe AB
200814;Halmslatten Fastighets AB
201001;Pepins Group AB
201019;Ascelia Pharma AB
201067;Ferroamp AB
201087;FUUD AB
201098;Viaplay Group AB
201127;Teqnion AB
201142;Triboron International AB
201153;Karnov Group AB
201180;Coeli Fastighet II AB
201203;Upsales Technology AB
201348;OssDsign AB
201357;Slitevind AB
201362;Vertiseit AB
201393;John Mattson Fastighetsforetagen AB
201435;Tingsvalvet Fastighets AB
201444;Mofast AB
201453;Mentice AB
201509;Selectimmune Pharma AB
201520;Inzile AB
201594;Valuno Group AB
201635;Anima Group AB
201647;Eco Wave Power Global AB
201758;Zoomability Int AB
201913;EQT AB
201939;Lipidor AB
202010;Fleming Properties AB
202017;H100 Group AB
202053;Carbiotix AB
202065;Zignsec AB
202068;Transcendent Group AB
202273;Coeli Private Equity AB
202307;K-fast Holding AB
202311;Amido AB
202314;Adventure Box Technology AB
202371;24Storage AB
202394;QleanAir AB
202401;MOBA Network AB
202446;Sociallite US AB
202449;Divio Technologies AB
202463;Mashup Ireland AB
202547;Akelius Residential Property AB
202558;Volati AB
202581;TF Bank AB
202582;Wilson Therapeutics AB
202607;Sydsvenska Hem AB
202687;ODI Pharma AB
202749;Dug Foodtech AB
202774;Nord Insuretech Group AB
202791;Train Alliance AB
202832;Qlife Holding AB
202892;Preservia Holding AB
202910;Monivent AB
202935;Electrolux Professional AB
203039;Bioextrax AB
203131;OODA AI AB
203229;Hunter Capital AB-BTA
203263;BioFrigas Sweden AB
203312;Magnasense AB
203324;VNV Global AB
203335;Magle Chemoswed Holding AB
203829;Spotlight Group AB
203843;Exsitec Holding AB
203855;Readly International AB
203987;ES Energy Save Holding AB
204002;Lifeclean International AB
204013;Qliro AB
204017;Neola Medical AB
204092;WASTBYGG GRUPPEN
204150;BoMill AB
204176;Nordic Paper Holding AB
204178;Offentliga Hus I Norden AB
204182;Klimator AB
204207;Lohilo Foods AB
204293;Prostatype Genomics AB
204298;Svenska Nyttobostader AB
204306;CDON AB
204386;Luxbright AB
204394;Fortinova Fastigheter AB
204436;Stenhus Fastigheter I Norden AB
204441;Nordnet AB publ
204450;Re:NewCell AB
204473;Nordic Waterproofing Holding AB
204541;Thunderful Group AB
204560;CirChem AB
204567;Fasadgruppen Group AB
204604;Alltainer AB
204652;Biokraft International AB
204694;Stayble Therapeutics AB
204741;MBRS Group AB
204801;Imsys AB
204942;Ellwee AB
204978;Streamify AB
205063;Backaheden Fastighets AB
205153;Nimbus Group AB
205180;Fractal Gaming Group AB
205194;OncoZenge AB
205239;Cint Group AB
205262;Abera Bioscience AB
205277;Desenio Group AB
205305;Lipigon Pharmaceuticals AB
205402;Refine Group AB
205453;Newlist AB
205500;Rugvista Group AB
205554;Fantasma Games AB
205570;Embellence Group AB
205588;Idun Industrier AB
205607;Olink Holding AB
205608;Yubico AB
205638;Pierce Group AB
205663;Cheffelo AB
205688;Pharmiva AB
205694;Krona Public Real Estate AB
205757;Deversify Health AB (publ)
205763;Nowonomics AB
205768;Polymer Factory Sweden AB
205836;Plexian AB
205866;Trainimal AB
205923;Dlaboratory Sweden AB
205939;Lipum AB
205970;Sensor Alarm Norden AB
206011;Hemnet Group AB
206021;Modelon AB
206031;Tellusgruppen AB
206077;Nilar International AB
206113;Goobit Group AB
206114;Spermosens AB
206128;Hemply Balance Holding AB
206180;Duearity AB
206191;Safello Group AB
206195;Stonebeach Group AB
206265;Metabolic Nordic AB
206279;Oatly Group AB
206280;Checkin.com Group AB
206306;Arla Plast AB
206312;Cedergrenska AB
206334;Aligro Planet Acquisition Co AB
206351;Linc AB
206361;Avsalt Group AB
206364;Effnetplattformen Holding AB
206408;Bokusgruppen AB
206409;Mildef Group AB
206410;Permascand Top Holding AB
206434;Ngenic AB
206436;Sleep Cycle AB
206450;SaveLend Group AB
206453;Sozap AB
206454;Odinwell AB
206469;Maven Wireless Sweden AB
206487;Elicera Therapeutics AB
206516;Qbrick AB
206520;Th1ng AB
206521;Rvrc Holding AB
206523;Movebybike Europe AB
206542;Acast AB
206570;Hexicon AB
206571;Codemill AB
206580;Archelon Natural Resources AB
206582;Vimian Group AB
206591;Creturner Group AB
206626;OX2 AB
206633;EMB Mission Bound AB
206634;Brilliant Future AB
206640;Creaspac AB
206647;Intellego Technologies AB
206663;Emplicure AB
206665;Uswe Sports AB
206667;Biosergen AB
206669;Wall to Wall Group AB
206771;Profoto Holding AB
206792;First Venture Sweden AB
206796;Wyld Networks AB
206818;VEF AB
206824;Amniotics AB
206837;Diagonal Bio AB
206854;Godsinlosen Nordic AB
206855;Freemelt Holding AB
206898;Akobo Minerals AB
206907;Fragbite Group AB
206943;Pila Pharma AB
207051;Modus Therapeutics Holding AB
207054;edyoutec AB
207312;Ectin Research AB
207372;Transfer Group AB
207444;Soder Sportfiske AB
207500;Arlandastad Group AB
207521;Kjell Group AB
207524;Kiliaro Group AB
207574;Cary Group AB
207592;Ctek AB
207611;Aprendere Skolor AB
207656;Fsport AB
207678;EEducation Albert AB
207680;Fastighetsbolaget Emilshus AB
207729;Storskogen Group AB
207730;Sound Dimension AB
207763;Truecaller AB
207779;Nordisk Bergteknik AB
207789;Haypp Group AB
207816;Byggfakta Group Nordic Holdco AB
207820;Netel Holding AB
207863;Flat Capital AB
207889;Pagero Group AB
207912;Investment AB Spiltan
207919;Medhelp Care AB
207929;Hilbert Group AB
207941;Volvo Car AB
207954;Gigasun AB
207956;Synsam AB
207963;XP Chemistries AB
208011;Solidx AB
208035;Qlucore AB
208055;Preservium Property AB
208057;Candles Scandinavia AB
208073;ComPodium International AB
208076;Bricknode Holding AB
208095;Norditek Group AB
208101;PixelFox AB
208196;SHT Smart High-Tech AB
208235;NEW Bubbleroom Sweden AB
208239;Opter AB
208245;Signup Software AB
208256;Alpcot Holding AB
208276;Niutech Group AB
208288;Resqunit AB
208323;Solid Forsakring AB
208341;Klarabo Sverige AB
208352;Titania Holding AB
208353;Nivika Fastigheter AB
208375;Kvix AB
208391;Dynavox Group AB
208396;Adtraction Group AB
208409;Momentum Software Group AB
208429;ChargePanel AB publ
208436;Norva24 Group AB
208442;Nattaro Labs AB
208448;Devyser Diagnostics AB
208456;Careium AB
208485;Viva Wine Group AB
208497;Mestro AB
208500;Paydrive AB
208524;Nordic Asia Investment Group 1987 AB
208535;BPC Instruments AB
208539;Case Group AB
208551;W5 Solutions AB
208607;MTI Investment AB
208694;Tura Group AB
208885;Windon Energy Group AB
209017;Dala Energi AB
209071;Learning 2 Sleep L2S AB
209081;Newbury Pharmaceuticals AB
209095;Circle Energy Sweden AB
209141;Vuxen Group AB
209194;Lyckegard Group AB
209217;Move About Group AB
209232;Rebelle AB
209240;RightBridge Ventures Group AB
209310;Hubbster Group AB
209319;BeammWave AB
209398;Swedish Logistic Property AB
209406;Northgold AB
209422;CombinedX AB
209463;Momentum Group AB
209472;byNordic Acquisition Corp
209503;Tendo AB
209510;Oneflow AB
209522;Renewable Ventures Nordic AB
209581;Katalysen Ventures AB
209586;High Coast Distillery AB
209639;Promimic AB
209644;SBF Bostad AB
209679;Vastra Hamnen Corporate Finance AB
209698;Sensidose AB
209703;Arctic Blue Beverages AB
209711;BellPal Holding AB
209721;Calviks AB
209722;Skolon AB
209741;C100 AB
209752;4c Group AB
209783;My Beat AB
209890;Engcon AB
209895;Sweden Buyersclub AB
209897;Inify Laboratories AB
209936;Polestar Automotive Holding UK PLC
209968;Arcede Pharma AB
210041;Hoi Publishing AB
210260;Norion Bank AB
210320;Alleima AB
210429;Railway Metrics & Dynamics Sweden AB
210469;I Love Lund AB
210656;Cinis Fertilizer AB
210714;Abas Protect AB
210880;Mahvie Minerals AB
210986;LumenRadio AB
211000;Invoicery Group AB
211070;ANTCO Investment Group AB
211076;Triona AB
211244;Scandinavian Astor Group AB
211320;Mindark PE AB
211401;Upgrade Invest Nordic AB
211634;RanLOS AB
212017;Observit AB
212720;Rusta AB
212823;Sibek AB
213292;Webrock Ventures AB
213521;Karnell Group AB
