date;World;Asia;Americas;Europe
2011-02;0.5034449488514836;0.46471100784200026;0.49202959257117485;0.5192253718776296
2011-03;0.585846153846159;0.192314944002403;0.8606518880330594;0.7154823398017429
2011-04;0.535937155862265;0.43658261196839465;0.5657675696441267;0.4978572501183942
2011-05;0.3760771140645547;0.38721926603211276;0.3565351268130623;0.2597641433530251
2011-06;0.18309022346707504;0.36830579335058733;-0.10035180806273747;0.05044251845738312
2011-07;0.34856700232379634;0.6471288307051459;0.1662663957140209;-0.09281327344394796
2011-08;0.3847452720957101;0.4754514325129966;0.2674289929915252;0.13304125425790403
2011-09;0.43613557448547446;0.557789437552092;0.21958061252644878;0.3172712382741416
2011-10;0.2966720099528697;0.3986492252550988;-0.005735589331801183;0.3425283156740955
2011-11;0.18606426373417584;0.09957014838382072;0.11701273373867505;0.26967366073460397
2011-12;0.16548013047930077;0.15648503081175935;-0.03437528646071941;0.25192632857096164
2012-01;0.4991858516467218;0.8441833706776425;0.46651842002705113;-0.14602175610971546
2012-02;0.3772603096136473;0.21738608248660363;0.41187007267624587;0.465912440202243
2012-03;0.5513926198218444;0.40626535479308945;0.573798431996364;0.6002820874471126
2012-04;0.3772965879265122;0.39268577976177;0.28808676495508667;0.3297553753490945
2012-05;0.06070086148530773;0.09035679043167821;-0.0653373887574582;0.06595789873786728
2012-06;-0.012832777246329918;-0.04513761031987862;-0.10596086211561717;0.032398614679918225
2012-07;0.22985287082735173;0.3588872119692388;-0.005642194588006966;0.15747327979986903
2012-08;0.54595827900914;0.7187599910007059;0.4705855799939096;0.3021855486172953
2012-09;0.46889653016568555;0.5184697500528967;0.4470403234864584;0.33907349556980826
2012-10;0.31344349950446215;0.3988350740944391;0.1129400187860563;0.29250132955149777
2012-11;0.02527283170592476;0.20386766076421203;-0.2066369556233183;0.0
2012-12;0.24232818816611879;0.43829564610822214;-0.08394520057305455;0.23641184268670123
2013-01;0.3654778135490311;0.8322529863876271;0.4626466074449054;-0.27222430400952735
2013-02;0.6369717586356405;0.7209192868868453;0.7270132245043692;0.36690353310420143
2013-03;0.17127949183304292;-0.14474748971382567;0.3188168353001064;0.43382992545610843
2013-04;0.19589858568014318;0.35953978906999584;-0.01103484805015098;0.06797276703980337
2013-05;0.08928167804349574;-0.036393826697156406;0.1467796759811124;0.2136400986031184
2013-06;0.3206756772015318;0.5256271687809289;0.18293018899111502;0.1027659341860554
2013-07;0.3489144259232191;0.6337924556062413;0.0560988219247438;0.11030536018523662
2013-08;0.3275121415031945;0.5724439645961921;0.14951298344363373;0.1003654611902105
2013-09;0.3689253093941858;0.6273343322970915;0.18770993874728248;0.08718680863584183
2013-10;0.21051693603182375;0.42228321868715835;-0.07888768366038912;0.07622200202532792
2013-11;0.14783033967631365;0.27111666869541473;0.013158327576556772;0.05440282024220533
2013-12;0.13651346821901278;0.0022072131726558197;0.16336107182406412;0.3077525365116296
2014-01;0.3258556481645636;0.5120621537510806;0.5078920291599953;-0.27753686036426917
2014-02;0.34910183609890844;0.28546959748785294;0.4192894948922721;0.3413637154287885
2014-03;0.3313737146883433;0.039414044537866566;0.6181743251596927;0.46154846258856796
2014-04;0.36539200087781776;0.3907019502265463;0.32227815083478717;0.33540399465077364
2014-05;0.24270783224733528;0.24419225779725995;0.3019038205337665;0.18702638791854298
2014-06;0.1875886138073879;0.14028600946116576;0.17781205480038587;0.18882296773916618
2014-07;0.2852104243321607;0.5321228443594839;0.022454369513380534;-0.01606253680997982
2014-08;0.18996135643265522;0.3521507118629419;-0.03741554776361955;0.10495876619898148
2014-09;0.24160608457295396;0.31001076426264706;0.17645360339646476;0.1733213506226683
