Company_number,Date,1_month,3_month,6_month,12_month,24_month,36_month,60_month,Sector,rating_category
80091583.0,2012-06,,,,0.0007,,,,Mining & Construction,Standard
80091583.0,2015-03,,,,0.0008,,,,Mining & Construction,Standard
80091583.0,2017-05,,,,,,,,Mining & Construction,WD
80091774.0,2012-06,,,,0.0015333333333333334,,,,Transportation,Standard
80091774.0,2014-05,,,,0.0008,,,,Transportation,Standard
80091774.0,2016-04,,,,0.0006,,,,Transportation,Standard
80091774.0,2018-03,,,,,,,,Transportation,WD
80095907.0,2012-06,,,,0.010075,,,,Communications,Standard
80095907.0,2012-08,,,,0.0137,,,,Communications,Standard
80095907.0,2012-11,,,,0.0137,,,,Communications,Standard
80095907.0,2013-07,,,,0.005,,,,Communications,Standard
80095907.0,2013-07,,,,,,,,Communications,WD
80095907.0,2017-01,,,,0.0024,,,,Communications,Standard
80095907.0,2017-06,,,,,,,,Communications,WD
80095907.0,2018-11,,,,0.0024,,,,Communications,Standard
80095907.0,2019-01,,,,,,,,Communications,WD
80095907.0,2019-07,,,,,,,,Communications,WD
80095907.0,2020-04,,,,0.0024,,,,Communications,Standard
80095907.0,2020-04,,,,,,,,Communications,WD
80095915.0,2012-06,,,,0.20655714285714286,,,,"Finance, Insurance & Real Estate",Standard
80095915.0,2013-09,,,,0.0193,,,,"Finance, Insurance & Real Estate",Standard
80095915.0,2014-09,,,,0.2387,,,,"Finance, Insurance & Real Estate",Standard
80095915.0,2016-11,,,,0.2387,,,,"Finance, Insurance & Real Estate",Standard
80095915.0,2017-01,,,,0.2387,,,,"Finance, Insurance & Real Estate",Standard
80095915.0,2018-10,,,,0.2387,,,,"Finance, Insurance & Real Estate",Standard
80095915.0,2018-11,,,,,,,,"Finance, Insurance & Real Estate",WD
80095922.0,2012-06,,,,0.0006222222222222223,,,,Utilities,Standard
80095922.0,2014-11,,,,0.0006,,,,Utilities,Standard
80095922.0,2015-07,,,,,,,,Utilities,WD
80095922.0,2016-09,,,,0.0006,,,,Utilities,Standard
80095922.0,2016-09,,,,,,,,Utilities,WD
80095922.0,2017-11,,,,,,,,Utilities,WD
80095922.0,2018-05,,,,,,,,Utilities,WD
80095922.0,2022-03,,,,0.0006666666666666666,,,,Utilities,Standard
80095922.0,2023-06,,,,0.0006,,,,Utilities,Standard
80095922.0,2023-12,,,,0.0008,,,,Utilities,Standard
80095924.0,2012-06,,,,0.0006,,,,Mining & Construction,Standard
80095924.0,2015-06,,,,0.0006,,,,Mining & Construction,Standard
80095924.0,2016-03,,,,0.0006,,,,Mining & Construction,Standard
80095924.0,2016-06,,,,,,,,Mining & Construction,WD
80095924.0,2016-11,,,,0.0006,,,,Mining & Construction,Standard
80095924.0,2018-02,,,,0.0006,,,,Mining & Construction,Standard
80095924.0,2019-08,,,,0.0008,,,,Mining & Construction,Standard
80095924.0,2019-09,,,,0.0008000000000000001,,,,Mining & Construction,Standard
80095924.0,2020-03,,,,0.0024,,,,Mining & Construction,Standard
80095924.0,2020-03,,,,,,,,Mining & Construction,WD
80095924.0,2020-05,,,,0.0103,,,,Mining & Construction,Standard
80095924.0,2020-06,,,,0.005,,,,Mining & Construction,Standard
80095924.0,2020-08,,,,0.005,,,,Mining & Construction,Standard
80095924.0,2020-10,,,,,,,,Mining & Construction,WD
80095924.0,2020-12,,,,0.005,,,,Mining & Construction,Standard
80095924.0,2021-01,,,,,,,,Mining & Construction,WD
80095924.0,2021-04,,,,0.005,,,,Mining & Construction,Standard
80095924.0,2021-10,,,,,,,,Mining & Construction,WD
80095924.0,2021-12,,,,0.0027159999999999997,,,,Mining & Construction,Standard
80095924.0,2021-12,,,,,,,,Mining & Construction,WD
80095924.0,2022-01,,,,,,,,Mining & Construction,WD
80095924.0,2022-11,,,,,,,,Mining & Construction,WD
80095924.0,2022-12,,,,,,,,Mining & Construction,WD
80095924.0,2023-05,,,,0.002,,,,Mining & Construction,Standard
80095924.0,2024-01,,,,0.002,,,,Mining & Construction,Standard
80095924.0,2024-07,,,,0.002,,,,Mining & Construction,Standard
80095924.0,2024-08,,,,0.002,,,,Mining & Construction,Standard
80095924.0,2024-09,,,,,,,,Mining & Construction,WD
80095924.0,2025-01,,,,,,,,Mining & Construction,WD
80095932.0,2012-06,,,,0.00065,,,,"Finance, Insurance & Real Estate",Standard
80095932.0,2013-05,,,,0.00065,,,,"Finance, Insurance & Real Estate",Standard
80095932.0,2015-04,,,,0.0006,,,,"Finance, Insurance & Real Estate",Standard
80095932.0,2016-04,,,,0.0006,,,,"Finance, Insurance & Real Estate",Standard
80095932.0,2020-05,,,,0.0006,,,,"Finance, Insurance & Real Estate",Standard
80095932.0,2023-10,,,,0.0006,,,,"Finance, Insurance & Real Estate",Standard
80095932.0,2024-11,,,,,,,,"Finance, Insurance & Real Estate",WD
80095935.0,2012-06,,,,0.0008,,,,Heavy Manufacturing,Standard
80095935.0,2013-06,,,,,,,,Heavy Manufacturing,WD
80095935.0,2016-08,,,,0.0008,,,,Heavy Manufacturing,Standard
80095935.0,2016-12,,,,,,,,Heavy Manufacturing,WD
80095936.0,2012-06,,,,0.0006,,,,Light Manufacturing,Standard
80095936.0,2013-05,,,,0.0006,,,,Light Manufacturing,Standard
80095936.0,2013-09,,,,,,,,Light Manufacturing,WD
80095936.0,2014-10,,,,0.0006,,,,Light Manufacturing,Standard
80095936.0,2015-10,,,,0.0006,,,,Light Manufacturing,Standard
80095936.0,2023-10,,,,0.0008,,,,Light Manufacturing,Standard
80095936.0,2024-08,,,,0.0008,,,,Light Manufacturing,Standard
80095938.0,2012-06,,,,0.002,,,,Heavy Manufacturing,Standard
80095938.0,2013-01,,,,0.002,,,,Heavy Manufacturing,Standard
80095938.0,2013-02,,,,,,,,Heavy Manufacturing,WD
80095938.0,2014-12,,,,,,,,Heavy Manufacturing,WD
80095938.0,2016-05,,,,0.0007,,,,Heavy Manufacturing,Standard
80095938.0,2016-12,,,,0.0007,,,,Heavy Manufacturing,Standard
80095938.0,2018-06,,,,,,,,Heavy Manufacturing,WD
80095938.0,2019-05,,,,0.0007,,,,Heavy Manufacturing,Standard
80095938.0,2019-12,,,,0.0007,,,,Heavy Manufacturing,Standard
80095938.0,2020-03,,,,0.002,,,,Heavy Manufacturing,Standard
80095938.0,2020-04,,,,0.002,,,,Heavy Manufacturing,Standard
80095938.0,2020-05,,,,0.0024,,,,Heavy Manufacturing,Standard
80095938.0,2021-03,,,,0.0024,,,,Heavy Manufacturing,Standard
80095938.0,2021-11,,,,0.0024,,,,Heavy Manufacturing,Standard
80095938.0,2021-12,,,,,,,,Heavy Manufacturing,WD
80095938.0,2022-08,,,,0.0024,,,,Heavy Manufacturing,Standard
80095938.0,2022-09,,,,,,,,Heavy Manufacturing,WD
80095938.0,2023-09,,,,0.002,,,,Heavy Manufacturing,Standard
80095966.0,2018-09,,,,0.00224,,,,Heavy Manufacturing,Standard
80095966.0,2020-12,,,,,,,,Heavy Manufacturing,WD
80095966.0,2021-01,,,,0.0024,,,,Heavy Manufacturing,Standard
80095966.0,2021-03,,,,,,,,Heavy Manufacturing,WD
80095966.0,2022-01,,,,0.0024,,,,Heavy Manufacturing,Standard
80095966.0,2022-02,,,,0.0024,,,,Heavy Manufacturing,Standard
80095966.0,2022-02,,,,,,,,Heavy Manufacturing,WD
80095967.0,2012-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80095967.0,2013-12,,,,0.0006,,,,Heavy Manufacturing,Standard
80095967.0,2015-11,,,,0.0006,,,,Heavy Manufacturing,Standard
80095967.0,2016-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80095967.0,2016-09,,,,0.0006,,,,Heavy Manufacturing,Standard
80095967.0,2016-11,,,,0.0006,,,,Heavy Manufacturing,Standard
80095967.0,2016-11,,,,,,,,Heavy Manufacturing,WD
80095967.0,2018-05,,,,0.0008,,,,Heavy Manufacturing,Standard
80095967.0,2019-01,,,,,,,,Heavy Manufacturing,WD
80095972.0,2012-06,,,,0.0006,,,,Public Administration,Standard
80095972.0,2013-11,,,,0.0006,,,,Public Administration,Standard
80095972.0,2016-02,,,,0.0006,,,,Public Administration,Standard
80095972.0,2016-10,,,,0.0006,,,,Public Administration,Standard
80095972.0,2016-12,,,,,,,,Public Administration,WD
80095972.0,2017-10,,,,0.0006,,,,Public Administration,Standard
80095972.0,2018-01,,,,0.0006,,,,Public Administration,Standard
80095972.0,2019-07,,,,0.0006,,,,Public Administration,Standard
80095972.0,2020-03,,,,0.0006,,,,Public Administration,Standard
80095972.0,2020-05,,,,0.0006,,,,Public Administration,Standard
80095972.0,2020-08,,,,0.0006,,,,Public Administration,Standard
80095972.0,2020-12,,,,0.0006,,,,Public Administration,Standard
80095972.0,2021-08,,,,0.0006,,,,Public Administration,Standard
80095972.0,2021-08,,,,,,,,Public Administration,WD
80095972.0,2022-10,,,,0.0006,,,,Public Administration,Standard
80095972.0,2023-04,,,,0.0006,,,,Public Administration,Standard
80095972.0,2023-04,,,,,,,,Public Administration,WD
80095972.0,2023-05,,,,0.0006,,,,Public Administration,Standard
80095972.0,2024-02,,,,0.0006,,,,Public Administration,Standard
80095972.0,2024-07,,,,0.0006,,,,Public Administration,Standard
80095972.0,2024-08,,,,,,,,Public Administration,WD
80095974.0,2012-06,,,,0.013699999999999999,,,,Wholesale & Retail Trade,Standard
80095974.0,2012-07,,,,0.031,,,,Wholesale & Retail Trade,Standard
80095974.0,2012-09,,,,0.0193,,,,Wholesale & Retail Trade,Standard
80095974.0,2013-02,,,,,,,,Wholesale & Retail Trade,WD
80096001.0,2016-10,,,,0.0006,,,,Heavy Manufacturing,Standard
80096001.0,2019-09,,,,0.0006,,,,Heavy Manufacturing,Standard
80096001.0,2020-03,,,,0.0006,,,,Heavy Manufacturing,Standard
80096001.0,2021-02,,,,0.0006,,,,Heavy Manufacturing,Standard
80096001.0,2023-02,,,,0.00065,,,,Heavy Manufacturing,Standard
80096001.0,2024-05,,,,0.00065,,,,Heavy Manufacturing,Standard
80096001.0,2024-05,,,,,,,,Heavy Manufacturing,WD
80096001.0,2025-01,,,,0.00065,,,,Heavy Manufacturing,Standard
80096007.0,2012-06,,,,0.00065,,,,Light Manufacturing,Standard
80096007.0,2013-04,,,,,,,,Light Manufacturing,WD
80096007.0,2017-07,,,,,,,,Light Manufacturing,WD
80096007.0,2018-02,,,,0.0006,,,,Light Manufacturing,Standard
80096007.0,2023-11,,,,,,,,Light Manufacturing,WD
80096019.0,2012-06,,,,0.0007,,,,Services,Standard
80096019.0,2013-04,,,,0.0008,,,,Services,Standard
80096019.0,2013-12,,,,0.0008,,,,Services,Standard
80096019.0,2014-05,,,,0.0008,,,,Services,Standard
80096019.0,2015-06,,,,0.0008,,,,Services,Standard
80096019.0,2015-07,,,,0.0008,,,,Services,Standard
80096019.0,2015-09,,,,,,,,Services,WD
80096019.0,2015-11,,,,0.0008,,,,Services,Standard
80096019.0,2016-05,,,,0.0008,,,,Services,Standard
80096019.0,2016-11,,,,0.0008,,,,Services,Standard
80096019.0,2018-06,,,,0.0006,,,,Services,Standard
80096019.0,2018-10,,,,,,,,Services,WD
80096019.0,2019-03,,,,,,,,Services,WD
80096019.0,2019-08,,,,,,,,Services,WD
80096019.0,2020-07,,,,,,,,Services,WD
80096019.0,2020-09,,,,,,,,Services,WD
80096019.0,2021-03,,,,0.0008,,,,Services,Standard
80096019.0,2022-04,,,,0.0024,,,,Services,Standard
80096020.0,2012-06,,,,0.0007,,,,Communications,Standard
80096020.0,2016-05,,,,0.002,,,,Communications,Standard
80096020.0,2017-07,,,,,,,,Communications,WD
80096020.0,2018-05,,,,,,,,Communications,WD
80096052.0,2012-06,,,,0.0006,,,,Services,Standard
80096052.0,2012-10,,,,0.0006,,,,Services,Standard
80096052.0,2016-03,,,,,,,,Services,WD
80096052.0,2017-03,,,,0.0008,,,,Services,Standard
80096052.0,2018-05,,,,,,,,Services,WD
80096053.0,2012-06,,,,0.013699999999999999,,,,"Finance, Insurance & Real Estate",Standard
80096053.0,2020-04,,,,0.0024,,,,"Finance, Insurance & Real Estate",Standard
80096053.0,2023-04,,,,0.0007,,,,"Finance, Insurance & Real Estate",Standard
80096057.0,2012-06,,,,0.0007,,,,Communications,Standard
80096057.0,2012-07,,,,0.0008,,,,Communications,Standard
80096057.0,2016-06,,,,0.0008,,,,Communications,Standard
80096058.0,2012-06,,,,0.00065,,,,Services,Standard
80096058.0,2012-08,,,,0.00065,,,,Services,Standard
80096058.0,2012-11,,,,0.00065,,,,Services,Standard
80096058.0,2013-02,,,,0.00065,,,,Services,Standard
80096058.0,2013-05,,,,0.00065,,,,Services,Standard
80096058.0,2013-08,,,,0.00065,,,,Services,Standard
80096058.0,2013-11,,,,0.00065,,,,Services,Standard
80096058.0,2014-02,,,,0.00065,,,,Services,Standard
80096058.0,2014-11,,,,0.00065,,,,Services,Standard
80096058.0,2015-02,,,,0.00065,,,,Services,Standard
80096058.0,2015-07,,,,0.00065,,,,Services,Standard
80096058.0,2015-11,,,,0.00065,,,,Services,Standard
80096058.0,2016-02,,,,0.00065,,,,Services,Standard
80096058.0,2016-03,,,,0.00065,,,,Services,Standard
80096058.0,2016-11,,,,0.00065,,,,Services,Standard
80096058.0,2017-01,,,,0.00065,,,,Services,Standard
80096058.0,2017-05,,,,0.00065,,,,Services,Standard
80096058.0,2018-10,,,,0.0006,,,,Services,Standard
80096058.0,2019-01,,,,0.0006,,,,Services,Standard
80096058.0,2019-05,,,,0.0006,,,,Services,Standard
80096058.0,2019-07,,,,,,,,Services,WD
80096058.0,2023-11,,,,0.0006,,,,Services,Standard
80096058.0,2025-02,,,,0.0006,,,,Services,Standard
80096066.0,2012-12,,,,0.002,,,,Light Manufacturing,Standard
80096066.0,2014-11,,,,0.002,,,,Light Manufacturing,Standard
80096066.0,2015-03,,,,,,,,Light Manufacturing,WD
80096066.0,2019-09,,,,0.002,,,,Light Manufacturing,Standard
80096066.0,2019-10,,,,,,,,Light Manufacturing,WD
80096066.0,2020-03,,,,0.005,,,,Light Manufacturing,Standard
80096066.0,2020-09,,,,0.005,,,,Light Manufacturing,Standard
80096066.0,2020-11,,,,,,,,Light Manufacturing,WD
80096066.0,2022-11,,,,0.0024,,,,Light Manufacturing,Standard
80096066.0,2024-01,,,,,,,,Light Manufacturing,WD
80096066.0,2024-11,,,,,,,,Light Manufacturing,WD
80096084.0,2012-06,,,,0.000732,,,,Communications,Standard
80096084.0,2012-08,,,,,,,,Communications,WD
80096084.0,2012-11,,,,0.0008,,,,Communications,Standard
80096084.0,2013-03,,,,0.0008,,,,Communications,Standard
80096084.0,2013-07,,,,0.0008,,,,Communications,Standard
80096084.0,2013-08,,,,0.0008,,,,Communications,Standard
80096084.0,2014-03,,,,0.0008,,,,Communications,Standard
80096084.0,2014-08,,,,0.0007,,,,Communications,Standard
80096084.0,2014-10,,,,,,,,Communications,WD
80096084.0,2014-12,,,,0.0008,,,,Communications,Standard
80096084.0,2015-01,,,,0.0007,,,,Communications,Standard
80096084.0,2015-07,,,,0.0007,,,,Communications,Standard
80096084.0,2016-07,,,,0.0007,,,,Communications,Standard
80096084.0,2016-08,,,,0.0007,,,,Communications,Standard
80096084.0,2016-09,,,,0.0007,,,,Communications,Standard
80096084.0,2017-02,,,,0.0024,,,,Communications,Standard
80096084.0,2017-06,,,,0.0007,,,,Communications,Standard
80096084.0,2017-11,,,,0.0007,,,,Communications,Standard
80096084.0,2017-12,,,,,,,,Communications,WD
80096084.0,2019-02,,,,0.0007,,,,Communications,Standard
80096084.0,2019-03,,,,,,,,Communications,WD
80096084.0,2020-03,,,,0.0007,,,,Communications,Standard
80096084.0,2020-05,,,,0.0007,,,,Communications,Standard
80096084.0,2020-05,,,,,,,,Communications,WD
80096084.0,2020-07,,,,,,,,Communications,WD
80096084.0,2020-11,,,,,,,,Communications,WD
80096084.0,2021-04,,,,,,,,Communications,WD
80096084.0,2022-03,,,,0.0024,,,,Communications,Standard
80096084.0,2022-03,,,,,,,,Communications,WD
80096084.0,2022-05,,,,,,,,Communications,WD
80096084.0,2024-03,,,,0.0022222222222222222,,,,Communications,Standard
80096084.0,2025-01,,,,,,,,Communications,WD
80096093.0,2012-06,,,,0.0008,,,,Communications,Standard
80096093.0,2014-02,,,,0.0006,,,,Communications,Standard
80096094.0,2012-06,,,,0.0007,,,,Heavy Manufacturing,Standard
80096094.0,2013-05,,,,0.002,,,,Heavy Manufacturing,Standard
80096094.0,2015-06,,,,0.002,,,,Heavy Manufacturing,Standard
80096094.0,2015-07,,,,0.0024,,,,Heavy Manufacturing,Standard
80096094.0,2015-07,,,,,,,,Heavy Manufacturing,WD
80096094.0,2015-12,,,,0.002,,,,Heavy Manufacturing,Standard
80096094.0,2016-03,,,,0.0032666666666666664,,,,Heavy Manufacturing,Standard
80096094.0,2016-11,,,,0.0024,,,,Heavy Manufacturing,Standard
80096094.0,2017-01,,,,,,,,Heavy Manufacturing,WD
80096094.0,2017-03,,,,,,,,Heavy Manufacturing,WD
80096094.0,2017-11,,,,0.0024,,,,Heavy Manufacturing,Standard
80096094.0,2019-06,,,,0.005,,,,Heavy Manufacturing,Standard
80096094.0,2019-06,,,,,,,,Heavy Manufacturing,WD
80096094.0,2020-04,,,,0.0024,,,,Heavy Manufacturing,Standard
80096094.0,2021-02,,,,,,,,Heavy Manufacturing,WD
80096096.0,2012-06,,,,0.0007,,,,Services,Standard
80096096.0,2013-12,,,,0.0007,,,,Services,Standard
80096096.0,2014-05,,,,0.0007,,,,Services,Standard
80096096.0,2015-02,,,,0.0007,,,,Services,Standard
80096096.0,2015-08,,,,0.0007,,,,Services,Standard
80096096.0,2016-02,,,,0.002,,,,Services,Standard
80096096.0,2016-03,,,,0.002,,,,Services,Standard
80096096.0,2017-03,,,,0.002,,,,Services,Standard
80096096.0,2017-09,,,,0.002,,,,Services,Standard
80096096.0,2018-05,,,,,,,,Services,WD
80096096.0,2018-06,,,,,,,,Services,WD
80096096.0,2018-08,,,,0.0024,,,,Services,Standard
80096096.0,2018-11,,,,,,,,Services,WD
80096096.0,2019-01,,,,,,,,Services,WD
80096096.0,2019-03,,,,0.005,,,,Services,Standard
80096096.0,2020-09,,,,,,,,Services,WD
80096102.0,2012-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80096102.0,2013-03,,,,0.0006,,,,Heavy Manufacturing,Standard
80096102.0,2014-05,,,,0.0006,,,,Heavy Manufacturing,Standard
80096102.0,2016-02,,,,0.0008,,,,Heavy Manufacturing,Standard
80096102.0,2016-08,,,,0.0008,,,,Heavy Manufacturing,Standard
80096102.0,2017-07,,,,0.0007,,,,Heavy Manufacturing,Standard
80096102.0,2017-10,,,,0.002,,,,Heavy Manufacturing,Standard
80096102.0,2017-12,,,,0.00841,,,,Heavy Manufacturing,Standard
80096102.0,2017-12,,,,,,,,Heavy Manufacturing,WD
80096102.0,2018-02,,,,0.0122875,,,,Heavy Manufacturing,Standard
80096102.0,2018-05,,,,0.0193,,,,Heavy Manufacturing,Standard
80096102.0,2018-07,,,,0.1539,,,,Heavy Manufacturing,Standard
80096102.0,2018-07,,,,,,,,Heavy Manufacturing,WD
80096102.0,2019-05,,,,0.0193,,,,Heavy Manufacturing,Standard
80096102.0,2019-08,,,,0.0137,,,,Heavy Manufacturing,Standard
80096102.0,2019-08,,,,,,,,Heavy Manufacturing,WD
80096102.0,2019-11,,,,0.0137,,,,Heavy Manufacturing,Standard
80096102.0,2020-01,,,,,,,,Heavy Manufacturing,WD
80096102.0,2020-11,,,,0.011,,,,Heavy Manufacturing,Standard
80096102.0,2021-03,,,,0.0064333333333333334,,,,Heavy Manufacturing,Standard
80096102.0,2021-07,,,,,,,,Heavy Manufacturing,WD
80096102.0,2022-02,,,,0.0037,,,,Heavy Manufacturing,Standard
80096102.0,2023-01,,,,,,,,Heavy Manufacturing,WD
80096102.0,2023-03,,,,0.002,,,,Heavy Manufacturing,Standard
80096102.0,2023-03,,,,,,,,Heavy Manufacturing,WD
80096102.0,2023-05,,,,0.0024,,,,Heavy Manufacturing,Standard
80096102.0,2024-02,,,,0.002,,,,Heavy Manufacturing,Standard
80096102.0,2024-07,,,,0.002,,,,Heavy Manufacturing,Standard
80096102.0,2025-01,,,,,,,,Heavy Manufacturing,WD
80096103.0,2020-05,,,,0.0024,,,,Wholesale & Retail Trade,Standard
80096103.0,2021-08,,,,,,,,Wholesale & Retail Trade,WD
80096113.0,2012-06,,,,0.002,,,,Light Manufacturing,Standard
80096113.0,2012-10,,,,0.0007,,,,Light Manufacturing,Standard
80096113.0,2013-05,,,,0.0007,,,,Light Manufacturing,Standard
80096113.0,2013-09,,,,,,,,Light Manufacturing,WD
80096113.0,2014-03,,,,0.0007,,,,Light Manufacturing,Standard
80096113.0,2015-09,,,,0.0007,,,,Light Manufacturing,Standard
80096113.0,2016-10,,,,0.0024,,,,Light Manufacturing,Standard
80096113.0,2016-11,,,,0.002,,,,Light Manufacturing,Standard
80096113.0,2017-10,,,,,,,,Light Manufacturing,WD
80096113.0,2017-12,,,,,,,,Light Manufacturing,WD
80096113.0,2018-12,,,,,,,,Light Manufacturing,WD
80096113.0,2019-12,,,,,,,,Light Manufacturing,WD
80096113.0,2021-04,,,,,,,,Light Manufacturing,WD
80096113.0,2021-08,,,,0.002,,,,Light Manufacturing,Standard
80096113.0,2022-05,,,,,,,,Light Manufacturing,WD
80096113.0,2022-07,,,,0.0007,,,,Light Manufacturing,Standard
80096116.0,2012-06,,,,0.0007,,,,Communications,Standard
80096116.0,2012-07,,,,0.0008,,,,Communications,Standard
80096116.0,2012-11,,,,0.0008,,,,Communications,Standard
80096116.0,2013-04,,,,0.0008,,,,Communications,Standard
80096116.0,2014-12,,,,0.0008,,,,Communications,Standard
80096116.0,2016-09,,,,0.0008,,,,Communications,Standard
80096116.0,2017-07,,,,0.0008,,,,Communications,Standard
80096116.0,2017-09,,,,,,,,Communications,WD
80096116.0,2020-09,,,,0.0008,,,,Communications,Standard
80096116.0,2021-05,,,,0.0008,,,,Communications,Standard
80096116.0,2021-06,,,,,,,,Communications,WD
80096116.0,2023-06,,,,0.0008,,,,Communications,Standard
80096116.0,2024-01,,,,0.0008,,,,Communications,Standard
80096116.0,2024-08,,,,0.0008,,,,Communications,Standard
80096117.0,2012-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80096117.0,2016-02,,,,0.0006,,,,Heavy Manufacturing,Standard
80096117.0,2017-07,,,,0.0006,,,,Heavy Manufacturing,Standard
80096117.0,2017-09,,,,,,,,Heavy Manufacturing,WD
80096117.0,2018-01,,,,0.0006,,,,Heavy Manufacturing,Standard
80096117.0,2020-12,,,,,,,,Heavy Manufacturing,WD
80096117.0,2021-03,,,,0.0006,,,,Heavy Manufacturing,Standard
80096117.0,2021-04,,,,,,,,Heavy Manufacturing,WD
80096117.0,2023-12,,,,0.0006,,,,Heavy Manufacturing,Standard
80096120.0,2012-06,,,,0.0137,,,,"Finance, Insurance & Real Estate",Standard
80096120.0,2013-04,,,,,,,,"Finance, Insurance & Real Estate",WD
80096120.0,2013-07,,,,,,,,"Finance, Insurance & Real Estate",WD
80096120.0,2013-12,,,,0.0103,,,,"Finance, Insurance & Real Estate",Standard
80096120.0,2014-03,,,,,,,,"Finance, Insurance & Real Estate",WD
80096120.0,2014-04,,,,,,,,"Finance, Insurance & Real Estate",WD
80096128.0,2012-06,,,,0.15994137931034483,,,,Services,Standard
80096128.0,2012-08,,,,0.0103,,,,Services,Standard
80096128.0,2012-09,,,,0.0103,,,,Services,Standard
80096128.0,2012-09,,,,,,,,Services,WD
80096128.0,2012-10,,,,0.0103,,,,Services,Standard
80096128.0,2013-01,,,,0.2387,,,,Services,Standard
80096128.0,2013-03,,,,0.2387,,,,Services,Standard
80096128.0,2013-03,,,,,,,,Services,WD
80096128.0,2013-04,,,,0.0103,,,,Services,Standard
80096128.0,2013-04,,,,,,,,Services,WD
80096128.0,2013-05,,,,0.2387,,,,Services,Standard
80096128.0,2013-10,,,,0.2387,,,,Services,Standard
80096128.0,2013-12,,,,0.2387,,,,Services,Standard
80096128.0,2014-01,,,,,,,,Services,WD
80096128.0,2014-03,,,,0.2387,,,,Services,Standard
80096128.0,2014-03,,,,,,,,Services,WD
80096128.0,2014-07,,,,0.0103,,,,Services,Standard
80096128.0,2014-09,,,,0.2387,,,,Services,Standard
80096128.0,2014-09,,,,,,,,Services,WD
80096128.0,2015-04,,,,0.005,,,,Services,Standard
80096128.0,2015-06,,,,0.005,,,,Services,Standard
80096128.0,2015-08,,,,0.005,,,,Services,Standard
80096128.0,2015-09,,,,,,,,Services,WD
80096128.0,2015-10,,,,0.2387,,,,Services,Standard
80096128.0,2015-11,,,,0.015725,,,,Services,Standard
80096128.0,2016-03,,,,0.005,,,,Services,Standard
80096128.0,2016-10,,,,0.005,,,,Services,Standard
80096128.0,2016-10,,,,,,,,Services,WD
80096128.0,2017-01,,,,0.005,,,,Services,Standard
80096128.0,2017-02,,,,0.00656,,,,Services,Standard
80096128.0,2017-02,,,,,,,,Services,WD
80096128.0,2017-06,,,,0.0024,,,,Services,Standard
80096128.0,2017-06,,,,,,,,Services,WD
80096128.0,2017-10,,,,0.01085,,,,Services,Standard
80096128.0,2018-10,,,,0.00635,,,,Services,Standard
80096128.0,2018-12,,,,,,,,Services,WD
80096128.0,2019-01,,,,,,,,Services,WD
80096128.0,2019-07,,,,,,,,Services,WD
80096135.0,2012-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2013-05,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2015-02,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2015-11,,,,0.0008,,,,Heavy Manufacturing,Standard
80096135.0,2017-10,,,,0.0008,,,,Heavy Manufacturing,Standard
80096135.0,2018-05,,,,,,,,Heavy Manufacturing,WD
80096135.0,2019-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2020-05,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2020-11,,,,,,,,Heavy Manufacturing,WD
80096135.0,2021-02,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2022-04,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2022-05,,,,,,,,Heavy Manufacturing,WD
80096135.0,2022-10,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2023-05,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2024-01,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2024-06,,,,0.0006,,,,Heavy Manufacturing,Standard
80096135.0,2024-12,,,,0.0006,,,,Heavy Manufacturing,Standard
80096151.0,2012-06,,,,0.0024,,,,Light Manufacturing,Standard
80096151.0,2012-11,,,,,,,,Light Manufacturing,WD
80096151.0,2014-07,,,,0.0024,,,,Light Manufacturing,Standard
80096151.0,2014-09,,,,,,,,Light Manufacturing,WD
80096151.0,2015-01,,,,0.005,,,,Light Manufacturing,Standard
80096151.0,2016-04,,,,,,,,Light Manufacturing,WD
80096151.0,2019-03,,,,0.005,,,,Light Manufacturing,Standard
80096151.0,2019-03,,,,,,,,Light Manufacturing,WD
80096151.0,2020-06,,,,0.005,,,,Light Manufacturing,Standard
80096151.0,2021-02,,,,0.005,,,,Light Manufacturing,Standard
80096151.0,2021-03,,,,,,,,Light Manufacturing,WD
80096151.0,2021-04,,,,,,,,Light Manufacturing,WD
80096151.0,2023-02,,,,,,,,Light Manufacturing,WD
80096151.0,2023-09,,,,0.005,,,,Light Manufacturing,Standard
80096158.0,2012-06,,,,0.0007,,,,Wholesale & Retail Trade,Standard
80096158.0,2013-07,,,,0.0007,,,,Wholesale & Retail Trade,Standard
80096158.0,2013-12,,,,0.0007,,,,Wholesale & Retail Trade,Standard
